"priorindex","index","postindex","episode","Provider","starrating","tracklab","surgeryregistry","nursingregistry","Total Case Mix Index-Sum of Relative Weights","Disproportionate Share Hospital Patient percent","AHA: NETWORK","AHA: MEDICAL HOME PROGRAM YES/NO","AHA: DISCHARGES, MEDICARE INPAT,","AHA: DISCHARGES, MEDICAID INPAT,","AHA: ADJUSTED ADMISSIONS","AHA: PERSONNEL, FTE, MD & DD","AHA: TOTAL PRIVILEDGE PHYSICIAN TOT PRI CAR","AHA: TOTAL PRIVILEDGE PHYSICIAN TOTAL","ownership","hospital","hrr","maadvantage","avgagehrr","avghcchrr","pctmalehrr","pctblackhrr","pcthispanichrr","pctmdcaidhrr","pctbenesusip","pctbenesusnf","pctbenesuhh","pctbenesuop","pctbenesuasc","Acute Care Hospital Beds per 1,000 Residents (2012)","FTE Hospital Employees per 1,000 Residents (2012)","Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","mdadjadmit","bundledpayment","Rank for Variable dshpct","Rank for Variable cmi","Rank for Variable mdadjadmit","mdschool","bedsize","Bed Count: Certified","urban","jchao","teaching"
577,9048,11968,21594,190003,3,,,,1.6348,0.52518,,,,,,,,,for-profit,Dauterive Hospital,213,12.56,75,1.02,42.56,20.1,1.95,22.23,18.15,4.25,13.57,73.01,10.85,2.852076459123,16.98239752441,180.32676415,68.757537941,109.23301227,36.882124402,40.863151708,,,3,2,,no affiliation,medium,103,0,1,0
610,9789,8724,19122,190004,4,Yes,N,Y,1.5771,0.201,0,0,4392,1021,18620,35,37,188,public,Thibodaux Regional Medical Center,212,23.36,75,1.02,43.3,13.41,2.28,19.86,17.7,3.84,12.94,71.75,9.75,2.766696541687,17.76175798872,160.67805293,44.653821832,114.69619442,39.08639576,47.823281131,0.0018796992,0,1,2,3,no affiliation,medium,180,1,1,0
1540,11075,9608,20226,190005,2,Yes,N,N,1.8762,0.59155,1,1,1832,3888,19935,4,110,593,not-for-profit,Interim LSU Public Hospital,218,59.62,75,1.12,43.46,40.21,4.16,27.06,16.74,4.24,12.48,68.12,8.43,2.690320079768,18.15336305671,238.46529502,71.130224392,164.47873441,67.056268812,45.947245871,0.0002006521,0,3,3,1,limited/graduate,large,446,1,1,1
383,6626,6462,13471,190006,3,Yes,N,N,1.5211,0.56264,1,1,1659,605,9086,15,,,not-for-profit,University Hospital and Clinics,213,12.56,75,1.02,42.56,20.1,1.95,22.23,18.15,4.25,13.57,73.01,10.85,2.852076459123,16.98239752441,180.32676415,68.757537941,109.23301227,36.882124402,40.863151708,0.0016508915,,3,2,2,major teaching,medium,116,1,1,1
411,8297,11693,20401,190007,4,No,N,N,1.1594,0.43354,1,0,1882,817,12448,12,,,public,Natchitoches Regional Medical Center,219,20.92,75,1.03,42.83,24.44,0.95,18.45,19.41,6.25,13.5,64.31,10.78,2.891100570239,17.83229052625,193.86367888,65.266229448,126.27826563,45.552168777,44.854547297,0.0009640103,,3,0,2,no affiliation,small,96,0,1,0
599,11363,9442,21404,190008,3,No,N,N,1.75,0.40794,0,0,4508,1643,19739,8,39,154,public,Terrebonne General Medical Center,212,23.36,75,1.02,43.3,13.41,2.28,19.86,17.7,3.84,12.94,71.75,9.75,2.766696541687,17.76175798872,160.67805293,44.653821832,114.69619442,39.08639576,47.823281131,0.000405289,1,3,3,1,no affiliation,medium,305,1,1,0
412,9257,5675,15345,190011,3,Yes,N,N,1.0852,0.67276,0,0,3010,1221,13261,40,65,114,for-profit,University Health Conway,217,24,75,1.05,41.78,19.56,0.57,22.68,20.52,7.21,16.33,71.14,14.72,3.661166659818,20.64570212574,158.58263992,60.041966783,96.29005159,34.517865014,34.6867001,0.0030163638,,3,0,3,major teaching,medium,247,1,1,1
452,9421,8824,18699,190013,4,Yes,N,N,1.5213,0.19319,,,1567,680,10361,15,,,public,West Calcasieu Cameron Hospital,214,16.01,75,1,43.48,15.59,1.32,15.14,17.61,3.73,12.79,70.63,11.88,2.892966484709,18.78715485893,155.24890723,55.847086362,97.231590678,29.995589961,38.473071806,0.0014477367,,1,2,2,no affiliation,medium,110,1,1,0
572,7554,10744,18870,190014,3,No,N,N,1.2597,0.5003,0,0,1510,733,8226,1,20,115,for-profit,Teche Regional Medical Center,212,23.36,75,1.02,43.3,13.41,2.28,19.86,17.7,3.84,12.94,71.75,9.75,2.766696541687,17.76175798872,160.67805293,44.653821832,114.69619442,39.08639576,47.823281131,0.0001215658,1,3,0,1,no affiliation,medium,165,0,1,0
783,10849,11505,23138,190015,3,Yes,Y,N,1.6092,0.38339,0,0,5488,1784,19678,100,46,242,public,North Oaks Medical Center,210,48.5,75,1.03,43.27,24.62,1.72,19.12,16.37,3.99,13.26,65.2,14.05,2.256084173423,17.05787991383,185.10095828,61.986637378,120.98815258,45.629873819,42.300890981,0.0050818173,0,3,2,3,no affiliation,medium,330,0,1,0
649,10246,11328,22224,190017,3,Yes,N,N,1.7004,0.49257,1,1,2834,1503,17452,9,60,195,public,Opelousas General Health System,213,12.56,75,1.02,42.56,20.1,1.95,22.23,18.15,4.25,13.57,73.01,10.85,2.852076459123,16.98239752441,180.32676415,68.757537941,109.23301227,36.882124402,40.863151708,0.0005157002,1,3,2,1,no affiliation,medium,209,0,1,0
915,10885,9482,21280,190019,3,Yes,N,Y,1.7648,0.30348,1,0,6018,1305,24475,5,157,236,not-for-profit,CHRISTUS St. Frances Cabrini Hospital,209,15.49,75,1.02,42.95,17.56,1.06,23.22,20.42,4.74,14.59,70.37,6.98,3.374927194469,18.46662777965,172.08374866,65.993540413,103.73695397,34.931168805,38.505723706,0.0002042901,0,2,3,1,no affiliation,medium,283,1,1,0
599,8611,10245,19454,190020,2,Yes,N,Y,1.3477,0.31478,0,0,2425,819,11524,9,26,57,public,Lane Regional Medical Center,210,48.5,75,1.03,43.27,24.62,1.72,19.12,16.37,3.99,13.26,65.2,14.05,2.256084173423,17.05787991383,185.10095828,61.986637378,120.98815258,45.629873819,42.300890981,0.0007809788,1,2,1,2,no affiliation,medium,139,1,1,0
437,7411,12748,20596,190025,3,Yes,N,N,1.2577,0.72199,,,1263,748,6959,12,,,public,Savoy Medical Center,213,12.56,75,1.02,42.56,20.1,1.95,22.23,18.15,4.25,13.57,73.01,10.85,2.852076459123,16.98239752441,180.32676415,68.757537941,109.23301227,36.882124402,40.863151708,0.0017243857,,3,0,3,no affiliation,medium,180,0,1,0
1053,10328,9665,21046,190026,3,Yes,N,N,1.79061,0.48959,0,0,6498,4954,25341,1,99,352,for-profit,Rapides Regional Medical Center,209,15.49,75,1.02,42.95,17.56,1.06,23.22,20.42,4.74,14.59,70.37,6.98,3.374927194469,18.46662777965,172.08374866,65.993540413,103.73695397,34.931168805,38.505723706,0.0000394617,0,3,3,1,limited/graduate,medium,328,1,1,1
764,11165,10010,21937,190027,3,Yes,N,N,1.5553,0.17428,1,0,3904,438,13535,1,41,234,not-for-profit,CHRISTUS St. Patrick Hospital of Lake Charles,214,16.01,75,1,43.48,15.59,1.32,15.14,17.61,3.73,12.79,70.63,11.88,2.892966484709,18.78715485893,155.24890723,55.847086362,97.231590678,29.995589961,38.473071806,0.0000738825,0,0,2,1,no affiliation,medium,230,1,1,0
638,8457,10299,19394,190034,3,Yes,N,N,1.2876,0.36181,0,1,748,561,5739,6,21,89,public,Abbeville General Hospital,213,12.56,75,1.02,42.56,20.1,1.95,22.23,18.15,4.25,13.57,73.01,10.85,2.852076459123,16.98239752441,180.32676415,68.757537941,109.23301227,36.882124402,40.863151708,0.0010454783,0,3,0,2,no affiliation,small,60,0,1,0
826,9978,9765,22100,190036,2,Yes,Y,Y,2.04671,0.4093,1,1,19309,6235,81933,795,575,2303,not-for-profit,Ochsner Medical Center,218,59.62,75,1.12,43.46,40.21,4.16,27.06,16.74,4.24,12.48,68.12,8.43,2.690320079768,18.15336305671,238.46529502,71.130224392,164.47873441,67.056268812,45.947245871,0.0097030501,0,3,3,3,major teaching,large,800,1,1,1
645,10892,10222,21758,190039,4,No,Y,Y,1.6436,0.35765,1,0,5184,2199,24293,14,31,415,not-for-profit,West Jefferson Medical Center,218,59.62,75,1.12,43.46,40.21,4.16,27.06,16.74,4.24,12.48,68.12,8.43,2.690320079768,18.15336305671,238.46529502,71.130224392,164.47873441,67.056268812,45.947245871,0.0005762977,0,3,2,1,limited/graduate,large,435,1,1,1
687,9992,9004,19684,190040,3,Yes,N,N,1.4951,0.28451,0,0,3633,1311,16500,27,,,public,Slidell Memorial Hospital,220,43.36,75,1.05,45.27,8.54,2.2,13.63,18.65,4.12,12.83,75.42,11.08,2.829372413165,17.2669090773,206.78728899,59.465525598,145.17154812,56.166036127,51.939341706,0.0016363636,0,2,1,2,limited/graduate,medium,229,1,1,1
689,10605,11167,22462,190041,4,Yes,N,Y,1.5743,0.4687,1,0,4081,737,14643,0,59,245,not-for-profit,CHRISTUS Health Shreveport-Bossier,219,20.92,75,1.03,42.83,24.44,0.95,18.45,19.41,6.25,13.5,64.31,10.78,2.891100570239,17.83229052625,193.86367888,65.266229448,126.27826563,45.552168777,44.854547297,0,1,3,2,0,limited/graduate,medium,169,1,1,1
501,7661,8879,17039,190044,2,No,N,N,1.336,0.40162,,,2467,1001,11055,10,,,not-for-profit,Acadia General Hospital,213,12.56,75,1.02,42.56,20.1,1.95,22.23,18.15,4.25,13.57,73.01,10.85,2.852076459123,16.98239752441,180.32676415,68.757537941,109.23301227,36.882124402,40.863151708,0.0009045681,,3,1,2,no affiliation,medium,140,0,0,0
702,11019,9262,20983,190045,4,Yes,N,Y,1.6103,0.25073,0,0,5105,1346,23818,43,70,327,public,St. Tammany Parish Hospital,216,55.99,75,1.07,42.23,11.34,4.37,15.64,17.84,4.79,14.24,76.32,10.31,2.383085106761,16.38611362455,235.77874064,67.753031237,165.50266636,61.895603747,57.691443231,0.0018053573,0,1,2,3,no affiliation,medium,223,1,1,0
638,10968,9830,21438,190046,3,Yes,N,N,1.6619,0.5087,0,0,4686,3723,20935,8,,,not-for-profit,Touro Infirmary,218,59.62,75,1.12,43.46,40.21,4.16,27.06,16.74,4.24,12.48,68.12,8.43,2.690320079768,18.15336305671,238.46529502,71.130224392,164.47873441,67.056268812,45.947245871,0.0003821352,1,3,2,1,major teaching,medium,360,1,1,1
499,7076,9157,16731,190050,3,Yes,N,N,1.1244,0.31437,0,0,1181,521,7573,0,28,97,public,Beauregard Memorial Hospital,214,16.01,75,1,43.48,15.59,1.32,15.14,17.61,3.73,12.79,70.63,11.88,2.892966484709,18.78715485893,155.24890723,55.847086362,97.231590678,29.995589961,38.473071806,0,0,2,0,0,no affiliation,small,60,0,1,0
412,7798,10004,18214,190053,3,Yes,N,N,1.2568,0.27163,0,0,1457,1046,5686,5,13,38,not-for-profit,Jennings American Legion Hospital,213,12.56,75,1.02,42.56,20.1,1.95,22.23,18.15,4.25,13.57,73.01,10.85,2.852076459123,16.98239752441,180.32676415,68.757537941,109.23301227,36.882124402,40.863151708,0.0008793528,0,2,0,2,no affiliation,small,49,0,1,0
681,8511,11698,20890,190054,3,Yes,N,N,1.4165,0.33167,1,0,1802,1300,9844,8,50,219,public,Iberia Medical Center,213,12.56,75,1.02,42.56,20.1,1.95,22.23,18.15,4.25,13.57,73.01,10.85,2.852076459123,16.98239752441,180.32676415,68.757537941,109.23301227,36.882124402,40.863151708,0.0008126778,1,2,1,2,no affiliation,medium,100,0,1,0
648,10589,9807,21043,190060,3,Yes,N,N,1.5642,0.41011,0,0,4684,3165,28178,86,116,298,not-for-profit,Lake Charles Memorial Hospital,214,16.01,75,1,43.48,15.59,1.32,15.14,17.61,3.73,12.79,70.63,11.88,2.892966484709,18.78715485893,155.24890723,55.847086362,97.231590678,29.995589961,38.473071806,0.0030520264,0,3,2,3,major teaching,medium,336,1,1,1
806,12222,10001,23030,190064,2,Yes,N,Y,1.82021,0.31527,1,1,14903,6311,83950,192,94,796,not-for-profit,Our Lady of the Lake Regional Medical Center,210,48.5,75,1.03,43.27,24.62,1.72,19.12,16.37,3.99,13.26,65.2,14.05,2.256084173423,17.05787991383,185.10095828,61.986637378,120.98815258,45.629873819,42.300890981,0.0022870756,0,2,3,3,major teaching,large,844,1,1,1
691,12142,10554,23387,190065,3,Yes,Y,N,1.74711,0.39856,0,1,9186,2040,32004,75,70,658,not-for-profit,Baton Rouge General Medical Center,210,48.5,75,1.03,43.27,24.62,1.72,19.12,16.37,3.99,13.26,65.2,14.05,2.256084173423,17.05787991383,185.10095828,61.986637378,120.98815258,45.629873819,42.300890981,0.0023434571,0,3,3,3,limited/graduate,large,528,1,1,1
564,8827,7286,16676,190079,3,Yes,N,N,1.1539,0.2602,,,792,344,5241,9,,,public,St. Charles Parish Hospital,218,59.62,75,1.12,43.46,40.21,4.16,27.06,16.74,4.24,12.48,68.12,8.43,2.690320079768,18.15336305671,238.46529502,71.130224392,164.47873441,67.056268812,45.947245871,0.0017172295,,2,0,3,no affiliation,small,59,1,1,0
288,5708,8088,14083,190081,3,Yes,N,N,0.9006,0.39758,,,748,142,6856,4,,,for-profit,West Carroll Memorial Hospital,217,24,75,1.05,41.78,19.56,0.57,22.68,20.52,7.21,16.33,71.14,14.72,3.661166659818,20.64570212574,158.58263992,60.041966783,96.29005159,34.517865014,34.6867001,0.0005834306,,3,0,1,no affiliation,small,33,0,0,0
645,8325,11847,20820,190086,2,Yes,N,N,1.3047,0.38299,,,2554,1036,11442,13,,,for-profit,Northern Louisiana Medical Center,219,20.92,75,1.03,42.83,24.44,0.95,18.45,19.41,6.25,13.5,64.31,10.78,2.891100570239,17.83229052625,193.86367888,65.266229448,126.27826563,45.552168777,44.854547297,0.001136165,,3,0,2,no affiliation,medium,149,0,1,0
427,6210,9444,16082,190088,4,Yes,N,N,1.05,0.19956,0,0,781,128,3994,6,7,91,not-for-profit,Springhill Medical Center,219,20.92,75,1.03,42.83,24.44,0.95,18.45,19.41,6.25,13.5,64.31,10.78,2.891100570239,17.83229052625,193.86367888,65.266229448,126.27826563,45.552168777,44.854547297,0.0015022534,0,1,0,2,no affiliation,small,60,0,1,0
561,5542,11470,17574,190090,3,Yes,N,N,0.9571,0.28276,,,666,158,2630,3,,,for-profit,Winn Parish Medical Center,219,20.92,75,1.03,42.83,24.44,0.95,18.45,19.41,6.25,13.5,64.31,10.78,2.891100570239,17.83229052625,193.86367888,65.266229448,126.27826563,45.552168777,44.854547297,0.0011406844,,2,0,2,no affiliation,small,60,0,0,0
980,12235,9841,23057,190098,1,Yes,N,N,1.8512,0.65371,,,6925,6830,37126,96,,,not-for-profit,University Health Shreveport,219,20.92,75,1.03,42.83,24.44,0.95,18.45,19.41,6.25,13.5,64.31,10.78,2.891100570239,17.83229052625,193.86367888,65.266229448,126.27826563,45.552168777,44.854547297,0.0025857889,,3,3,3,major teaching,large,452,1,1,1
517,5839,10640,16996,190099,3,Yes,N,N,1.0635,0.3264,1,0,673,121,4027,0,6,59,for-profit,Avoyelles Hospital,209,15.49,75,1.02,42.95,17.56,1.06,23.22,20.42,4.74,14.59,70.37,6.98,3.374927194469,18.46662777965,172.08374866,65.993540413,103.73695397,34.931168805,38.505723706,0,1,2,0,0,no affiliation,small,55,0,1,0
799,10933,10321,22052,190102,4,Yes,N,N,1.6762,0.19086,1,1,5035,722,18367,35,109,476,not-for-profit,Our Lady of Lourdes Regional Medical Center,213,12.56,75,1.02,42.56,20.1,1.95,22.23,18.15,4.25,13.57,73.01,10.85,2.852076459123,16.98239752441,180.32676415,68.757537941,109.23301227,36.882124402,40.863151708,0.0019055916,0,1,2,3,no affiliation,medium,251,1,1,0
493,6889,8308,15691,190106,3,Yes,N,N,1.1883,0.37691,,,504,76,2255,1,,,for-profit,Oakdale Community Hospital,209,15.49,75,1.02,42.95,17.56,1.06,23.22,20.42,4.74,14.59,70.37,6.98,3.374927194469,18.46662777965,172.08374866,65.993540413,103.73695397,34.931168805,38.505723706,0.000443459,,3,0,1,no affiliation,small,60,0,1,0
584,11391,10569,22545,190111,4,Yes,N,Y,1.71581,0.26806,0,0,15341,5099,74594,209,106,426,not-for-profit,Willis-Knighton Medical Center,219,20.92,75,1.03,42.83,24.44,0.95,18.45,19.41,6.25,13.5,64.31,10.78,2.891100570239,17.83229052625,193.86367888,65.266229448,126.27826563,45.552168777,44.854547297,0.0028018339,1,2,3,3,limited/graduate,large,696,1,1,1
355,6422,11855,18633,190114,4,Yes,N,Y,1.1218,0.38135,0,0,762,167,2296,5,,,public,Claiborne Memorial Medical Center,219,20.92,75,1.03,42.83,24.44,0.95,18.45,19.41,6.25,13.5,64.31,10.78,2.891100570239,17.83229052625,193.86367888,65.266229448,126.27826563,45.552168777,44.854547297,0.0021777003,0,3,0,3,no affiliation,small,60,0,0,0
503,6001,8085,14589,190116,2,Yes,N,N,1.0393,0.32196,0,0,706,430,7277,6,12,109,public,Morehouse General Hospital,217,24,75,1.05,41.78,19.56,0.57,22.68,20.52,7.21,16.33,71.14,14.72,3.661166659818,20.64570212574,158.58263992,60.041966783,96.29005159,34.517865014,34.6867001,0.0008245156,1,2,0,2,no affiliation,small,49,0,0,0
412,5445,10615,16471,190118,3,Yes,N,N,0.9736,0.31817,,,375,71,3442,2,,,not-for-profit,De Soto Regional Health System,219,20.92,75,1.03,42.83,24.44,0.95,18.45,19.41,6.25,13.5,64.31,10.78,2.891100570239,17.83229052625,193.86367888,65.266229448,126.27826563,45.552168777,44.854547297,0.0005810575,,2,0,1,no affiliation,small,38,1,0,0
759,11354,10507,22620,190125,4,Yes,N,N,1.6673,0.41722,1,1,6992,3060,24364,45,57,305,not-for-profit,St. Francis Medical Center,217,24,75,1.05,41.78,19.56,0.57,22.68,20.52,7.21,16.33,71.14,14.72,3.661166659818,20.64570212574,158.58263992,60.041966783,96.29005159,34.517865014,34.6867001,0.0018469874,1,3,2,3,no affiliation,large,550,1,1,0
402,10033,3384,13818,190128,3,Yes,N,Y,1.2806,0.67064,0,0,276,4950,20350,18,201,534,not-for-profit,Woman's Hospital,210,48.5,75,1.03,43.27,24.62,1.72,19.12,16.37,3.99,13.26,65.2,14.05,2.256084173423,17.05787991383,185.10095828,61.986637378,120.98815258,45.629873819,42.300890981,0.0008845209,0,3,0,2,no affiliation,medium,168,1,1,0
355,5170,5351,10876,190133,,Yes,N,N,0.996,0.29928,0,0,219,345,3659,4,,,public,Allen Parish Hospital,214,16.01,75,1,43.48,15.59,1.32,15.14,17.61,3.73,12.79,70.63,11.88,2.892966484709,18.78715485893,155.24890723,55.847086362,97.231590678,29.995589961,38.473071806,0.0010931949,,2,0,2,no affiliation,small,49,0,0,0
595,6146,10853,17597,190140,2,Yes,N,N,1.0015,0.31462,,,785,226,5573,7,,,public,Franklin Medical Center,217,24,75,1.05,41.78,19.56,0.57,22.68,20.52,7.21,16.33,71.14,14.72,3.661166659818,20.64570212574,158.58263992,60.041966783,96.29005159,34.517865014,34.6867001,0.001256056,,2,0,2,limited/graduate,small,39,0,0,1
642,7313,9162,17116,190144,4,Yes,N,N,1.4575,0.47648,0,0,1667,1309,9136,8,,,for-profit,Minden Medical Center,219,20.92,75,1.03,42.83,24.44,0.95,18.45,19.41,6.25,13.5,64.31,10.78,2.891100570239,17.83229052625,193.86367888,65.266229448,126.27826563,45.552168777,44.854547297,0.0008756567,0,3,1,2,no affiliation,medium,161,0,1,0
407,5876,8399,14681,190145,3,Yes,N,N,1.1215,0.30949,0,0,347,36,2301,2,3,44,public,LaSalle General Hospital,209,15.49,75,1.02,42.95,17.56,1.06,23.22,20.42,4.74,14.59,70.37,6.98,3.374927194469,18.46662777965,172.08374866,65.993540413,103.73695397,34.931168805,38.505723706,0.0008691873,0,2,0,2,no affiliation,small,49,0,0,0
643,10791,9609,21043,190146,4,Yes,N,Y,1.6582,0.18103,1,1,9450,1374,33693,81,190,614,public,East Jefferson General Hospital,216,55.99,75,1.07,42.23,11.34,4.37,15.64,17.84,4.79,14.24,76.32,10.31,2.383085106761,16.38611362455,235.77874064,67.753031237,165.50266636,61.895603747,57.691443231,0.0024040602,0,1,2,3,limited/graduate,medium,371,1,1,1
518,6442,8618,15578,190151,3,No,N,N,1.0715,0.35026,0,0,458,132,3252,7,,,public,Richardson Medical Center,217,24,75,1.05,41.78,19.56,0.57,22.68,20.52,7.21,16.33,71.14,14.72,3.661166659818,20.64570212574,158.58263992,60.041966783,96.29005159,34.517865014,34.6867001,0.0021525215,,2,0,3,no affiliation,small,38,0,0,0
969,10254,10425,21649,190160,2,Yes,N,N,1.6066,0.3372,,,5328,2910,20331,6,,,for-profit,Glenwood Regional Medical Center,217,24,75,1.05,41.78,19.56,0.57,22.68,20.52,7.21,16.33,71.14,14.72,3.661166659818,20.64570212574,158.58263992,60.041966783,96.29005159,34.517865014,34.6867001,0.0002951158,,2,2,1,no affiliation,medium,254,1,0,0
514,6801,8769,16084,190164,3,Yes,N,N,1.1333,0.29427,,,1550,367,6123,4,,,for-profit,Byrd Regional Hospital,209,15.49,75,1.02,42.95,17.56,1.06,23.22,20.42,4.74,14.59,70.37,6.98,3.374927194469,18.46662777965,172.08374866,65.993540413,103.73695397,34.931168805,38.505723706,0.0006532745,,2,0,2,no affiliation,small,60,0,1,0
655,9229,10980,18757,190167,4,Yes,N,N,1.2579,0.51289,,,1962,891,7882,4,,,for-profit,Mercy Regional Medical Center,213,12.56,75,1.02,42.56,20.1,1.95,22.23,18.15,4.25,13.57,73.01,10.85,2.852076459123,16.98239752441,180.32676415,68.757537941,109.23301227,36.882124402,40.863151708,0.0005074854,,3,0,1,no affiliation,medium,109,0,1,0
637,11526,8104,20268,190176,2,Yes,N,N,1.932,0.58926,0,0,4305,5987,22529,0,186,653,for-profit,Tulane Medical Center,218,59.62,75,1.12,43.46,40.21,4.16,27.06,16.74,4.24,12.48,68.12,8.43,2.690320079768,18.15336305671,238.46529502,71.130224392,164.47873441,67.056268812,45.947245871,0,0,3,3,0,major teaching,medium,339,1,1,1
976,10273,9149,20398,190177,3,Yes,N,N,1.7375,0.257,,,3368,1530,13526,5,,,for-profit,Lakeview Regional Medical Center,216,55.99,75,1.07,42.23,11.34,4.37,15.64,17.84,4.79,14.24,76.32,10.31,2.383085106761,16.38611362455,235.77874064,67.753031237,165.50266636,61.895603747,57.691443231,0.0003696584,,2,3,1,no affiliation,medium,167,1,1,0
531,8586,6663,15780,190183,3,Yes,N,N,1.3995,0.41133,1,1,910,990,15369,0,29,215,not-for-profit,Leonard J. Chabert Medical Center,212,23.36,75,1.02,43.3,13.41,2.28,19.86,17.7,3.84,12.94,71.75,9.75,2.766696541687,17.76175798872,160.67805293,44.653821832,114.69619442,39.08639576,47.823281131,0,0,3,1,0,major teaching,medium,156,1,1,1
753,9609,10788,14358,190184,3,Yes,N,N,0.9615,0.27682,,,323,93,2293,4,,,public,Citizens Medical Center,217,24,75,1.05,41.78,19.56,0.57,22.68,20.52,7.21,16.33,71.14,14.72,3.661166659818,20.64570212574,158.58263992,60.041966783,96.29005159,34.517865014,34.6867001,0.0017444396,,2,0,3,no affiliation,small,40,0,0,0
627,10366,10296,11777,190190,4,Yes,N,N,1.0104,0.61459,0,0,547,194,4281,5,,,for-profit,Caldwell Memorial Hospital,217,24,75,1.05,41.78,19.56,0.57,22.68,20.52,7.21,16.33,71.14,14.72,3.661166659818,20.64570212574,158.58263992,60.041966783,96.29005159,34.517865014,34.6867001,0.0011679514,,3,0,2,no affiliation,small,47,0,0,0
511,9556,5589,15655,190201,3,No,N,N,1.5314,0.67494,,,1598,378,6315,6,,,for-profit,Lake Area Medical Center,214,16.01,75,1,43.48,15.59,1.32,15.14,17.61,3.73,12.79,70.63,11.88,2.892966484709,18.78715485893,155.24890723,55.847086362,97.231590678,29.995589961,38.473071806,0.0009501188,,3,2,2,no affiliation,small,88,1,1,0
826,9978,9765,20973,190202,4,Yes,N,Y,1.6797,0.3952,1,0,3365,1597,21049,0,56,406,not-for-profit,Ochsner Medical Center-Baton Rouge,210,48.5,75,1.03,43.27,24.62,1.72,19.12,16.37,3.99,13.26,65.2,14.05,2.256084173423,17.05787991383,185.10095828,61.986637378,120.98815258,45.629873819,42.300890981,0,0,3,2,0,no affiliation,medium,150,1,1,0
826,9978,9765,20568,190204,3,Yes,N,Y,1.6508,0.29598,1,0,2633,744,9392,52,62,431,not-for-profit,Ochsner Medical Center - North Shore,220,43.36,75,1.05,45.27,8.54,2.2,13.63,18.65,4.12,12.83,75.42,11.08,2.829372413165,17.2669090773,206.78728899,59.465525598,145.17154812,56.166036127,51.939341706,0.0055366269,0,2,2,3,limited/graduate,medium,165,1,1,1
721,13512,9731,23963,190205,3,Yes,N,N,2.0226,0.72259,1,0,30,3426,8622,0,0,13,for-profit,Regional Medical Center of Acadiana,213,12.56,75,1.02,42.56,20.1,1.95,22.23,18.15,4.25,13.57,73.01,10.85,2.852076459123,16.98239752441,180.32676415,68.757537941,109.23301227,36.882124402,40.863151708,0,0,3,3,0,no affiliation,medium,241,1,1,0
369,4859,5553,10781,190208,3,Yes,N,N,0.8404,0.60014,,,354,59,3237,1,,,public,East Carroll Parish Hospital,217,24,75,1.05,41.78,19.56,0.57,22.68,20.52,7.21,16.33,71.14,14.72,3.661166659818,20.64570212574,158.58263992,60.041966783,96.29005159,34.517865014,34.6867001,0.000308928,,3,0,1,no affiliation,small,23,0,0,0
523,5124,9804,15451,190218,3,No,N,N,0.8884,0.3781,0,0,356,98,3160,3,,,for-profit,Sabine Medical Center,219,20.92,75,1.03,42.83,24.44,0.95,18.45,19.41,6.25,13.5,64.31,10.78,2.891100570239,17.83229052625,193.86367888,65.266229448,126.27826563,45.552168777,44.854547297,0.0009493671,1,3,0,2,no affiliation,small,48,0,0,0
609,8930,12685,22225,190236,5,Yes,N,Y,1.4584,0.19588,0,0,3982,1496,28332,62,30,141,not-for-profit,WK Bossier Health Center,219,20.92,75,1.03,42.83,24.44,0.95,18.45,19.41,6.25,13.5,64.31,10.78,2.891100570239,17.83229052625,193.86367888,65.266229448,126.27826563,45.552168777,44.854547297,0.0021883383,1,1,1,3,no affiliation,medium,166,1,1,0
522,11932,7251,22042,190242,3,Yes,N,Y,1.3422,0.19586,1,0,1274,261,10875,47,20,221,not-for-profit,St. Elizabeth Hospital,210,48.5,75,1.03,43.27,24.62,1.72,19.12,16.37,3.99,13.26,65.2,14.05,2.256084173423,17.05787991383,185.10095828,61.986637378,120.98815258,45.629873819,42.300890981,0.0043218391,0,1,1,3,no affiliation,small,95,1,1,0
